

82, 85, [water pump, Flexible hose, Inline water flow regulator, Pelton Wheel Turbine, Gravity-fed return system, motor, Bridge Rectifier Circuit, Lithium-ion battery, USB, ]


82, 88, [water pump, PVC elbow joint, Inline water flow regulator, Francis Turbine, Flexible discharge hose, motor, Bridge Rectifier Circuit, Lithium-ion battery, USB, ]


82, 88, [water pump, Flexible hose, Inline water flow regulator, Francis Turbine, Gravity-fed return system, motor, Bridge Rectifier Circuit, Supercapacitor, USB, ]


82, 88, [water pump, Flexible hose, Inline water flow regulator, Francis Turbine, PVC pipe outlet, motor, Bridge Rectifier Circuit, Lithium-ion battery, USB, ]


